A_Name_Ch,A_Summary,A_Keywords,A_AlsoKnown,A_Geo,A_Location,A_POIGroup,A_Name_En,A_Name_Latin,A_Phylum,A_Class,A_Order,A_Family,A_Conservation,A_Distribution,A_Habitat,A_Feature,A_Behavior,A_Diet,A_Crisis,A_Interpretation,A_Theme_Name,A_Theme_URL,A_Adopt,A_Code,A_Pic01_ALT,A_Pic01_URL,A_Pic02_ALT,A_Pic02_URL,A_Pic03_ALT,A_Pic03_URL,A_Pic04_ALT,A_Pic04_URL,A_pdf01_ALT,A_pdf01_URL,A_pdf02_ALT,A_pdf02_URL,A_Voice01_ALT,A_Voice01_URL,A_Voice02_ALT,A_Voice02_URL,A_Voice03_ALT,A_Voice03_URL,A_Vedio_URL,A_Update,A_CID,,
金背鳩,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,Oriental Turtle-dove,Steptopelia orientalis orii,脊索動物門,鳥綱,鴿形目,鳩鴿科,暫無危機 LC,從蘇聯的中部、西伯利亞中部及南部、日本，向南至阿富汗的中北部及東部、巴基斯坦北部、印度、緬甸、泰國、中南半島、華南(包括海南島)、臺灣。,"1.佔據廣大各種不同型態的棲地，從北方針葉林至熱帶雨林。
  2.在日本經常出現於林緣及山區。也會出現於疏林、灌叢、有樹林的農耕地帶。在日本有逐漸在都市的街樹上繁殖的趨向。有時候在富士山的2400公尺的山區可見，在尼泊爾則可出現至海拔4000公尺的山區。","1.體長33-35公分。體重165-274公克。
 2.頸側黑色有白斑。翼羽羽緣紅褐色。","1.繁殖季很長，在分佈區的北部是5-8月，在印度南部是11-2月。
 2.在印度會在灌叢及竹林內築脆弱的枝條組成的巢，巢通常離地面2-4米。一窩通常下2個白色的蛋，偶而僅生1個蛋。孵化期15-16天。羽翼豐滿期15-17天。",會偷襲稻田，會覓食穀粒及松子。草本植物、竹子及各種植物的嫩葉也會吃。也會摘取莓類吃。主要在地面上覓食。,,,,,,Dove-OT,金背鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-OT/Dove-OT_Pic01.jpg,金背鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-OT/Dove-OT_Pic02.jpg,金背鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-OT/Dove-OT_Pic03.jpg,金背鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-OT/Dove-OT_Pic04.jpg,,,,,,,,,,,,,,,
金雞,,,,MULTIPOINT ((121.5902263 24.9954153)),鳥園區,,Golden Pheasant,Chrysolophus pictus,脊索動物門,鳥綱,雞形目,雉科,暫無危機 LC,中國大陸,生活於有密生林下灌叢或竹林的山區或山谷,"1.雌鳥與銀雞的不同在於腿黃色、眼窩皮膚相對於羽色有金色調、尾羽較尖。
 2.亞成鳥似雌鳥，但羽色較淺及斑駁較不明顯。","1.一窩下5-12個蛋（被圈養的族群），孵化期22天。
 2.小雞的身體上面有黃褐色雛羽，具有淺黃色帶，身體下面淺黃褐白色，但色調較銀雞的偏黃。",食物主要是葉子及竹子的嫩芽、葉子及芽鞘和杜鵑的花。也會吃一些蜘蛛及各類昆蟲。,,,,,,Pheasnat-G,金雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Pheasnat-G/Pheasnat-G_Pic01.jpg,金雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Pheasnat-G/Pheasnat-G_Pic02.jpg,金雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Pheasnat-G/Pheasnat-G_Pic03.jpg,金雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Pheasnat-G/Pheasnat-G_Pic04.jpg,,,,,,,,,,,,,,,
紅冠水雞,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,Moorhen,Gallinula chloropus,脊索動物門,鳥綱,鶴形目,秧雞科,暫無危機 LC,中國、海南島、日本、臺灣、印度,池塘、水田及沼澤,"1.全身羽毛呈黑色，嘴紅色，嘴先端為黃色，腳為黃綠色，體側有一列白斑。
 2.雛鳥全身烏黑，額頭有鮮明紅點。","1.叫聲清脆，築巢在水邊密集草叢或灌木叢裡，或於水上植物、浮土上或水面蘆葦叢中。
 2.擅游泳及潛水，會在水底下抓著沉水植物行走。
 3.浮游水面時常會翹動尾羽，露出尾部兩塊白色覆羽。",水草、魚、蝦、昆蟲。,,,,,,Moorhen,紅冠水雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Moorhen/Moorhen_Pic01.jpg,紅冠水雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Moorhen/Moorhen_Pic02.jpg,紅冠水雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Moorhen/Moorhen_Pic03.jpg,紅冠水雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Moorhen/Moorhen_Pic04.jpg,,,,,,,,,,,,,,,
紅鳩,,,紅鳩,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,Red Turtle Dove,Streptopelia tranquebarica,脊索動物門,鳥綱,鴿形目,鳩鴿科,暫無危機 LC,印度、西藏、尼泊爾、中南半島、菲律賓、臺灣及中國大陸。,喜歡停在電線或電線桿，也常飛落地面覓食，在園內可以看到數以百計的聚集在鳳凰樹上。,"1.後頸有一黑色頸環，尾深色末梢白色。
 2.雄鳥頭灰色，身體橘褐色。雌鳥類似雄鳥，但背部及翼褐色較濃，腹部羽色較淡。","1.喜停在電線或電線桿上，也常飛落地面覓食。冬天有群聚的現像。較斑頸鳩遠離人類的居所。
 2.巢位於樹的較高處，由枝條及草莖組成的淺盤狀或平台狀。一窩下2個蛋，少數3個蛋。",以草本植物的種子為食物，會吃作物的種子如稻子等。,,,,,,Dove-RT,紅鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-RT/Dove-RT_Pic01.jpg,紅鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-RT/Dove-RT_Pic02.jpg,紅鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-RT/Dove-RT_Pic03.jpg,紅鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-RT/Dove-RT_Pic04.jpg,,,,,,,,,,,,,,,
紅領綠鸚鵡,,,,"MULTIPOINT ((121.5912335 24.99528898), (121.58259 24.9991347))",鳥園區,,Rose-ringed Parakeet,Psittacula krameri,脊索動物門,鳥綱,鸚形目,鸚鵡科,暫無危機 LC,撒哈拉沙漠以下的中非、南亞。,低海拔接近湖泊與河流的森林中。,體長37公分~43公分，體重95~143公克。,"1.巢築在離地3-10米高的樹洞處，有時也會在岩壁及倒塌的牆壁內築巢。一窩通常下3-4個蛋，少數會下到6個蛋。孵化期22天。育雛期7周。
 2.在印度被當成農作物害鳥。",果實、堅果、種子、花瓣及穀類。,,,,,,Parakeet-R,紅領綠鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Parakeet-R/Parakeet-R_Pic01.jpg,紅領綠鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Parakeet-R/Parakeet-R_Pic02.jpg,紅領綠鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Parakeet-R/Parakeet-R_Pic03.jpg,紅領綠鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Parakeet-R/Parakeet-R_Pic04.jpg,,,,,,,,,,,,,,,
紅䴉,,,美洲紅䴉,"MULTIPOINT ((121.5912335 24.99528898), (121.58259 24.9991347))",熱帶雨林室內館(穿山甲館),,Scarlet Ibis,Eudocimus ruber,脊索動物門,鳥綱,鸛形目,䴉科,暫無危機 LC,中南美洲,紅樹林、河海交界的泥灘、潮間帶沼地、淡水沼澤、淺湖、魚池及稻田中。,"1.最外側的3根初級飛羽黑色。
 2.非繁殖期的成鳥嘴肉粉紅色或淺紅色，與羽色沒有什麼差異。
 3.亞成鳥的頭及頸有條紋或為褐色及白色的斑駁狀，下部及腰白色，身體上部暗灰褐色，在羽毛的白色部份會有粉紅色調。","1.繁殖季有變異性，但主要在雨季中繁殖，很明顯受到當地的水文條件影響。會形成大至巨大的繁殖群落，可達5000對。會與其他環類及鷺鷥類一起繁殖
 2.巢位於離地1-4.5公尺高的樹上，由枝條築成的平台巢。一窩通常生2個蛋，孵化期21-23公分。雛鳥密生黑色絨羽。羽翼豐滿期35-42天。",主食為甲殼類，特別愛吃招潮蟹，也會吃螺、雙貝類、昆蟲及小魚。,,,,,,Ibis-S,紅䴉,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-S/Ibis-S_Pic01.jpg,紅䴉,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-S/Ibis-S_Pic02.jpg,紅䴉,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-S/Ibis-S_Pic03.jpg,紅䴉,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-S/Ibis-S_Pic04.jpg,,,,,,,,,,,,,,,
美洲木鴨,,,林鴛鴦,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,American Wood Duck,Aix sponsa,脊索動物門,鳥綱,雁形目,雁鴨科,暫無危機 LC,北美中南部及古巴。,生活於有樹林圍繞的池塘、沼澤及水流緩慢的河流。,"1.體長47-54公分，重450公克。
 2.雌鳥類似鴛鴦的，但眼周的白斑較長，嘴比較細，上嘴基部朝著眼眉處突出。幼鳥類似雌鳥，但在腹部有褐色的斑駁及條紋。","1.配對前有強烈的求偶展示，展示行為包括假裝喝水、儀式化的理翼羽、伸直頸部、豎羽及發出嘯音。
 2.隨著水位高低而轉換築巢位置，沒有領域性。
 3.在水域附近的天然樹洞內逐巢，會利用啄木鳥築巢留下的樹洞或人工巢箱。牠們沒有領域性，只要巢洞夠，築巢的密度可能變得很高。",以昆蟲、橡實、堅果、種子、水生植物的嫩葉為食物。,在20世紀初就已經瀕臨絕種，美國政府在1913年將其列為永久禁獵的物種，經過很長的時間族群數量才因為復育方式正確而漸漸增加。,,,,,Duck-W,美洲木鴨,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Duck-W/Duck-W_Pic01.jpg,美洲木鴨,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Duck-W/Duck-W_Pic02.jpg,美洲木鴨,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Duck-W/Duck-W_Pic03.jpg,美洲木鴨,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Duck-W/Duck-W_Pic04.jpg,,,,,,,,,,,,,,,
埃及雁,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,Egyptian Goose,Alopochen aegyptiacus,脊索動物門,鳥綱,雁形目,雁鴨科,暫無危機 LC,非洲薩哈拉沙漠以南，尼羅河谷地。,開闊平原及濕地。,"1.體長71-73公分，重1500-2250公克。
 2.臉部的型態及胸部的暗斑，翼上有白斑及綠色的翼鏡。
 3.雌鳥體型較小。幼鳥的眼周及胸部沒有褐色斑。","1.領域性強，陌生人經過時會發出『啊啊』的叫聲。
 2.一夫一妻制且成雙成對活動，在繁殖期非常強悍，共同育雛，小鳥很快就可以走路及自行覓食，雄鳥會負責勘察及監督周圍的動靜。",嫩葉、樹葉及昆蟲。,,,,,,Goose-E,埃及雁,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Goose-E/Goose-E_Pic01.jpg,埃及雁,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Goose-E/Goose-E_Pic02.jpg,埃及雁,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Goose-E/Goose-E_Pic03.jpg,埃及雁,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Goose-E/Goose-E_Pic04.jpg,,,,,,,,,,,,,,,
埃及聖䴉,,,聖䴉,MULTIPOINT ((121.5898159 24.9954408)),鳥園區;非洲區,,Sacred Ibis,Threskiornis aethiopicus,脊索動物門,鳥綱,鸛形目,䴉科,暫無危機 LC,非洲及馬達加斯加島。,主要生活於內陸的淡水域、草原、農耕地、海岸的潟湖及潮間帶。也會出現在人類的生活環境下，如垃圾堆、農場等。,"1.次級飛羽的羽端為黑色。有很特別的嘴型，又長又黑，又彎又鉤是本屬鳥類中嘴巴最厚的一種。
 2.在繁殖期，下頸處的皮膚裸露。黑色的飾羽較近似種多而不整齊。成鳥的頭頸部黑色，亞成鳥的頭頸部有白色的條紋。","1.常成群在白天覓食，直接啄向獵物或在泥地探獵物。
 2.集體繁殖，常與其他鸛形目的鳥混群繁殖。在樹上或灌叢或島嶼的裸露地面築巢，巢是大型的平台狀，由枝條組成，內襯樹葉及草。一窩有2-3個蛋。",主要吃昆蟲，也會吃甲殼類、軟體動物、魚、青蛙、蜥蜴及小型哺乳類。,非全球性受威脅。CITES II。雖然在大多數的分佈區族群量有下降，但在一些地方，族群量仍然很普遍。族群量會有顯著波動。造成族群下降的主要原因是棲地被變更成排水道及河堤、紅樹林被破壞及人類的干擾，包括打獵及使用殺蟲劑。,,,,,Ibis-SA,埃及聖䴉,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-SA/Ibis-SA_Pic01.jpg,埃及聖䴉,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-SA/Ibis-SA_Pic02.jpg,埃及聖䴉,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-SA/Ibis-SA_Pic03.jpg,埃及聖䴉,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-SA/Ibis-SA_Pic04.jpg,,,,,,,,,,,,,,,
家八哥,,,眼鏡八哥、花八哥,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,Common Myna,Acridotheres tristis,脊索動物門,鳥綱,燕雀目,椋鳥科,暫無危機 LC,舊蘇聯、伊朗東南部、阿富汗、印度、錫蘭、緬甸、泰國及中南半島。,,"1.頭、頸及上胸黑色，身體葡萄褐色，眼後有一裸露的黃色皮膚。
 2.飛行時可見雙翼有顯著的白斑。","1.非常適應人類的生活。社會性高，富有侵略性，加上雜食性，使族群變得非常有適應性。時常見到在草地及道路上跳躍及行走。會與其他八哥類混群，在垃圾堆附近活動。
 2.繁殖季3-9月，主要在4-7月。巢由枝條、細根及一些人造物組成，位於樹洞、岩縫、垂直的河岸壁、屋簷下等。一窩4-5個蛋。孵化期13-18天。羽翼豐滿期22-24天。",在樹上及地面覓食。常會飛到牛隻身上啄食昆蟲。,,,,,,CM,家八哥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/0_BirdWorld/CM/Common Myna_Pic01.jpg,家八哥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/0_BirdWorld/CM/Common Myna_Pic02.jpg,,,,,,,,,,,,,,,,,,,
粉紅背鵜鶘,,,,MULTIPOINT ((121.5912335 24.99528898)),鳥園區,,Pink-backed Pelican,Pelecanus rufescens,脊索動物門,鳥綱,鵜形目,鵜鶘科,暫無危機 LC,非洲。,淡水湖泊、沼澤、河流及季節性氾濫的池塘。,"1.色淺灰色，在背上帶有淺粉紅色。腿的顏色有相當的變化，從灰色至黃色到橘紅色都有。
 2.在非繁殖期，裸露的皮膚如喉囊色較暗，眼前的黑斑也消失了。","1.在樹上築巢，會集體繁殖。巢由小枝條組成，一窩有1-3個蛋。
 2.幼鳥要3-4年才可以達到性成熟。",以吃魚維生。最喜歡吃80-290公克重的魚，但可以吃到重達400公克的魚。每天的吃魚量估計為900-1200公克。,,,,,,PbP,粉紅背鵜鶘,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/0_BirdWorld/PbP/Pink_backedPelican_Pic01.jpg,粉紅背鵜鶘,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/0_BirdWorld/PbP/Pink_backedPelican_Pic02.jpg,,,,,,,,,,,,,,,,,,,
粉紅鳳頭鸚鵡,,,,MULTIPOINT ((121.5912335 24.99528898)),鳥園區,,,Eolophus roseicapilla,脊索動物門,鳥綱,鸚形目,鳳頭鸚鵡科,暫無危機 LC,澳大利亞,農田,"1.體長約35公分，體重約300公克。
 2.成年雄鳥及幼鳥虹膜為暗棕色，雌鳥則為紅棕色。","1.喜歡群體活動。
 2.在地上覓食。",果實、種子、昆蟲。,,,,,,Er,粉紅鳳頭鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/0_BirdWorld/Er/Eolophusroseicapilla01.JPG,粉紅鳳頭鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/0_BirdWorld/Er/Eolophusroseicapilla02.JPG,粉紅鳳頭鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/0_BirdWorld/Er/Eolophusroseicapilla03.JPG,,,,,,,,,,,,,,,,,
智利紅鶴,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,Chilean Flamingo,Phoenicopterus chilensis,脊索動物門,鳥綱,紅鶴目,紅鶴科,接近受威脅 NT,南美洲。,生活於海岸的泥地、河海交界處、潟湖及從海平面至海拔4500公尺的鹹水湖。,"1.淺黃灰色的腿帶有明顯的紅色「關節」及足。
 2.嘴端的黑色向下彎曲，其餘嘴的部份非常淺色。
 3.亞成鳥灰色，帶有褐色及粉紅色斑。","1.生活於海岸的泥地、河海交界處、潟湖及從海平面至海拔4500公尺的鹹水湖。
 2.巢是火山錐狀型，由泥堆組成，一窩1個蛋。
 3.智利紅鶴集體繁殖，有時可達6000對。",以水生無脊椎動物為食。總是在水與泥地的介面上覓食，時常整個脖子都埋入水中，以穩定而幾乎直線的方式覓食前進。,,,,,,Flamigo-C,智利紅鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Flamigo-C/Flamigo-C_Pic01.jpg,智利紅鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Flamigo-C/Flamigo-C_Pic02.jpg,智利紅鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Flamigo-C/Flamigo-C_Pic03.jpg,智利紅鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Flamigo-C/Flamigo-C_Pic04.jpg,,,,,,,,,,,,,,,
棕櫚鳳頭鸚鵡,,,,MULTIPOINT ((121.5912335 24.99528898)),鳥園區,,Palm Cockatoo,Probosciger aterrimus,脊索動物門,鳥綱,鸚形目,鳳頭鸚鵡科,暫無危機 LC,新幾內亞及澳洲北部。,"1.在新幾內亞常出現於森林、林緣、局部清理地、高大的次生林、季風林及濃密的莽原。
 2.主要在低地的棲地活動，可以分佈至海拔1350公尺的森林。
 3.在澳洲北部則主要生活於低地的季風林與油加利樹林的交互區。","1.體長55-60公分；體重550-1000公克。
 2.整體黑色，有裸露的緋紅色頰斑及長而向後彎的羽冠。嘴粗壯，暗灰色。亞成鳥的下部羽毛的羽緣淺黃色。","1. 7月至隔年3月間有產卵記錄。
 2. 配對的鳥有領域性，在樹幹的樹洞內築巢。巢的內襯材料為剛掉落的新鮮枝條，兩性共同築巢。在樹洞的巢處，兩性都有華麗壯觀的打鼓展示，利用特殊的枝條或堅果當作工具，用腳抓住鼓棒敲打中空的樹幹。
 3. 一窩通常下1個蛋，由雌鳥孵蛋，雄鳥提供食物給雌鳥。孵化期33天。剛孵出的小鳥全身裸露，雛鳥待在巢內長達3個月，由雌鳥負責餵幼雛。年輕的幼鳥會與親鳥待在一起，直到下一個繁殖季接近時，才離開親鳥。",主要在樹上覓食種子、果實、堅果、漿果及嫩芽。特別喜歡吃椰子的果實。偶而也會吃掉落地面的果實。,在台灣，鸚鵡是一種嚴重的外來種，常見的種類包括葵花鳳頭鸚鵡、戈芬氏鳳頭鸚鵡、紅色吸蜜鸚鵡、紅領綠鸚鵡等。鸚鵡對於植物的破壞力強，對於非原產地的生態環境會產生嚴重影響。,,,,,Cockatoo-P,棕櫚鳳頭鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Cockatoo-P/Cockatoo_Pic01.jpg,棕櫚鳳頭鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Cockatoo-P/Cockatoo_Pic02.jpg,,,,,,,,,,,,,,,,,,,
紫蕉鵑,,,,MULTIPOINT ((121.5901324 24.9957508)),鳥園區,,Violet Turaco,Musophaga violacea,脊索動物門,鳥綱,鵑形目,蕉鵑科,暫無危機 LC,西非,低地樹林及河谷樹林林緣,體長50公分。身體深紫黑色，但頭及頸緋紅色。,"1.生性膽怯，築巢於植被茂密的樹冠層，由雙親輪流孵蛋。
 2.叫聲是沈穩而不規則的""hou""",果實、漿果及種子。,,,,,,Turaco-V,紫蕉鵑,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Turaco-V/Turaco-V_Pic01.jpg,紫蕉鵑,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Turaco-V/Turaco-V_Pic02.jpg,紫蕉鵑,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Turaco-V/Turaco-V_Pic03.jpg,紫蕉鵑,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Turaco-V/Turaco-V_Pic04.jpg,,,,,,,,,,,,,,,
黃魚鴞,,,,MULTIPOINT ((121.5902263 24.9954153)),鳥園區,,Tawny fish owl,Ketupa flavipes,脊索動物門,鳥綱,鴞形目,鴟鴞科,暫無危機 LC,喜馬拉雅山麓、中南半島北部、中國大陸中部和東南省跟臺灣的森林中。,在臺灣生活在低海拔溪流旁的森林中。,"1.體長48~55公分，體重1500~2450公克。
 2.全身黃褐色，顏色斑駁；體色較淡，喉嚨白色。","1.為夜行性猛禽，是溪流生態系食物鏈的最上層的消費者，牠們的存在可顯現溪流生態系的結構是否健全。
 2.是臺灣貓頭鷹中最大的一種。",溪蟹、蛙類、蛇、鼠及蜥蜴。,,,,,,Owl-TF,黃魚鴞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Owl-TF/Owl-TF_Pic01.jpg,黃魚鴞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Owl-TF/Owl-TF_Pic02.jpg,黃魚鴞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Owl-TF/Owl-TF_Pic03.jpg,黃魚鴞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Owl-TF/Owl-TF_Pic04.jpg,,,,,,,,,,,,,,,
黃腹藍琉璃金剛鸚鵡,,,藍黃金剛鸚鵡,"MULTIPOINT ((121.5912335 24.99528898), (121.5830655 24.9960890))",鳥園區;穿山甲館(熱帶雨林館),,Blue-and-Yellow Macaw,Ara ararauna,脊索動物門,鳥綱,鸚形目,鸚鵡科,暫無危機 LC,南美洲的哥倫比亞、巴拿馬、巴西等部份區域,居住在樹冠層、露生層,"1.體長86公分。成鳥前額及前冠綠色，身體上面其餘部份及尾上鮮藍色。裸露的眼及頰奶油白色。頰上有淺綠黑色的羽毛線狀交錯。
 2.擁有高智商，也比一般鳥類好奇、敏感和聒噪。","1.生活於森林及沼澤中或水道沿岸的高大棕梠樹。通常不會離開濃密的森林，特別是在旱季時，但在雨季時，牠們會移動相當長的距離。在蓋亞那，常會出現在有棕梠樹生長的沼澤，時常移動25公里至覓食區覓食。
 2.通常成對出現，有時候會有好幾對組成一個鳥群，配對的鳥在群中會緊飛在一起。通常在森林樹冠層上空飛行或在高樹的枝幹上覓食時，才較容易被發現。當危險接近時，會飛到空中並發出大聲的尖叫聲。
 3.有固定的過夜處，早晨鳥群就飛離，飛到覓食區覓食，而在日落時，才又反方向飛回過夜處。過夜處及覓食區的來來回回的鳥群飛行是非常壯觀的景像。飛行直線前進，拍翅緩慢，翅膀擺幅淺。",主食是果實和果仁，牠們會到河岸吃泥土，幫助排除食用未成熟的種子或果實而累積的毒素,,,,,,Macaw-B,黃腹藍琉璃金剛鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Macaw-B/Macaw-B_Pic01.jpg,黃腹藍琉璃金剛鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Macaw-B/Macaw-B_Pic02.jpg,黃腹藍琉璃金剛鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Macaw-B/Macaw-B_Pic03.jpg,黃腹藍琉璃金剛鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Macaw-B/Macaw-B_Pic04.jpg,,,,,,,,,,,,,,,
黃頭亞馬遜鸚鵡,,,,MULTIPOINT ((121.5912335 24.99528898)),鳥園區,,Yellow-headed Amazon,Amazona oratrix,脊索動物門,鳥綱,鸚形目,鸚鵡科,瀕危 EN,墨西哥、宏都拉斯、尼加拉瓜、哥斯大黎加、巴拿馬、哥倫比亞、委內瑞拉、蓋亞那、巴西、厄瓜多爾、秘魯及玻里維亞。有10個亞種。,熱帶落葉樹林、潮濕的河谷森林、季節性氾濫的森林及紅樹林。,"1. 體長約35公分，重約400公克，整體綠色，身體下部偏淺黃色。
 2. 前額及頭冠中央黃色，眼周時常帶有黃色，頰及耳羽鮮綠色，後頭冠至頸背處綠色，羽緣稍微帶有淺黑色。翼角處紅色，羽緣淺黃色。翼鏡紅色。飛羽的羽端暗藍色。尾端黃色，外側尾羽的基部有紅斑。
 3. 亞成鳥的羽色較暗頭，頭及翼較不黃及紅。
 4. 在北方的族群，成鳥隨著年齡的增加而變更黃。亞種間的差異小，但在頭部的黃色區域分布有顯著的不同，在北方的亞種如oratrix及tresmariae頭已全部為黃色。",在樹洞內築巢，時常在枯死的棕梠樹幹上築巢，巢一般離地4-15公尺高。一窩下蛋2-3個。孵化期25-26天。,果實、種子及花。,,,,,,YHA,黃頭亞馬遜鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/0_BirdWorld/YHA/Yellow-headed Amazon01.JPG,,,,,,,,,,,,,,,,,,,,,
黃頸亞馬遜鸚鵡,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,,,脊索動物門,鳥綱,鸚形目,鸚鵡科,瀕危 EN,墨西哥南部至哥斯大黎加北部太平洋海岸,,體長約35公分，體重約500公克。,黃頸亞馬遜鸚鵡會定期前往河岸進食泥土，幫助消化。,種子、果實,,,,,,YNP,黃頸亞馬遜鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/0_BirdWorld/YNP/yellow-napedparrot_Pic01.JPG,,,,,,,,,,,,,,,,,,,,,
